bookID,title,authors,average_rating,publication_date,language_code,primary_author
33438,Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,3.92,2006-02-01,eng,Joanne Fluke
33477,The Best of the Spirit,Will Eisner/Neil Gaiman,3.92,2005-11-01,eng,Will Eisner
33493,The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,3.92,2003-09-15,eng,Keith Herber
33686,Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnese,Robert D. Kaplan,3.92,2005-03-08,eng,Robert D. Kaplan
33692,Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece,Robert D. Kaplan,3.92,2004-02-03,en-US,Robert D. Kaplan
33729,Faking It (Dempseys  #2),Jennifer Crusie,3.92,2004-07-11,eng,Jennifer Crusie
33931,Time's Arrow  Time's Cycle: Myth and Metaphor in the Discovery of Geological Time,Stephen Jay Gould,3.92,1988-01-01,eng,Stephen Jay Gould
34542,Truckers (Bromeliad Trilogy  #1),Terry Pratchett,3.92,2004-04-01,eng,Terry Pratchett
34866,Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins,3.92,2008-01-25,eng,Jack Higgins
35148,Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,3.92,1993-12-01,eng,Alan Dean Foster
35963,The Opposite of Fate,Amy Tan,3.92,2004-07-01,eng,Amy Tan
36195,Only Mine (Only Series  #2),Elizabeth Lowell,3.92,2003-05-27,en-US,Elizabeth Lowell
36636,Midnight Is a Place,Joan Aiken,3.92,2002-10-28,en-US,Joan Aiken
37033,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,2005-06-02,en-GB,Susan Hill
37036,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,2006-06-01,eng,Susan Hill
37860,The Ethics of Authenticity,Charles Taylor,3.92,1992-09-22,eng,Charles Taylor
37951,Eight Black Horses (87th Precinct  #38),Ed McBain/Mark T. Sullivan,3.92,2003-04-29,eng,Ed McBain
38313,Whole Earth Software Catalog,Stewart Brand,3.92,1984-10-01,en-US,Stewart Brand
38503,Tales of Ordinary Madness,Charles Bukowski,3.92,2001-01-01,eng,Charles Bukowski
38511,The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1),Francine Pascal/Kate William,3.92,1993-04-24,eng,Francine Pascal
39872,Encyclopedia of an Ordinary Life,Amy Krouse Rosenthal,3.92,2005-12-06,eng,Amy Krouse Rosenthal
41105,Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,3.92,2004-04-01,eng,David Gerrold
41694,Dragon (Dirk Pitt  #10),Clive Cussler,3.92,2006-10-31,en-US,Clive Cussler
41711,Fire Ice (NUMA Files  #3),Clive Cussler/Paul Kemprecos,3.92,2002-06-03,en-US,Clive Cussler
42056,The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,3.92,1996-11-07,eng,Lilian Jackson Braun
42622,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,2004-02-03,eng,Patrick Robinson
42625,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,1998-01-23,eng,Patrick Robinson
43089,Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm/Chris Wrigley,3.92,1999-09-01,eng,Eric Hobsbawm
43132,Winter Season: A Dancer's Journal,Toni Bentley,3.92,2003-11-10,en-US,Toni Bentley
43221,Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler/Ernesto Laclau/Slavoj Žižek,3.92,2000-07-17,eng,Judith Butler
44328,Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November/Francesca Lia Block/Diana Wynne Jones/Ellen Klages/Sharon Shinn/Patricia A. McKillip/Emma Bull/Kelly Link/Tamora Pierce/Nina Kiriki Hoffman/Alison Goodman/Charles de Lint/Kara Dalkey/Alan Dean Foster/Carol Emshwiller/Tanith Lee/Pamela Dean,3.92,2006-04-06,eng,Sharyn November
44408,Becoming a Contagious Christian,Bill Hybels/Mark Mittelberg,3.92,1996-04-20,eng,Bill Hybels
44891,The Kid Stays in the Picture,Robert  Evans,3.92,2004-02-19,eng,Robert  Evans
44949,Write Great Code: Volume 1: Understanding the Machine,Randall Hyde,3.92,2004-11-08,eng,Randall Hyde
45205,No Name,Wilkie Collins/Virginia Blain,3.92,1998-06-25,eng,Wilkie Collins
45253,Mindstar Rising (Greg Mandel  #1),Peter F. Hamilton,3.92,1997-05-15,en-US,Peter F. Hamilton
28,Notes from a Small Island,Bill Bryson,3.91,1997-05-28,eng,Bill Bryson
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,1987-07-01,eng,Frank Herbert
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,2001-10-01,eng,Edward Lear
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,2002-01-29,eng,Philip K. Howard
668,We the Living,Ayn Rand/Leonard Peikoff,3.91,1996-01-01,eng,Ayn Rand
1226,Life of Pi,Yann Martel,3.91,2004-05-03,en-US,Yann Martel
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,2006-04-24,eng,David J. Danelo
2137,A Home at the End of the World,Michael Cunningham,3.91,2004-07-01,eng,Michael Cunningham
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,1991-06-27,eng,Selina Shirley Hastings
3087,A Room with a View,E.M. Forster,3.91,2005-01-01,eng,E.M. Forster
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,1998-07-01,eng,Mark Kurlansky
3348,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,2001-09-10,eng,Mark Kurlansky
3446,Going After Cacciato,Tim O'Brien,3.91,1999-09-01,eng,Tim O'Brien
3770,Book of Haikus,Jack Kerouac,3.91,2004-03-02,eng,Jack Kerouac
3815,Original Sin (Adam Dalgliesh #9),P.D. James,3.91,2005-12-02,eng,P.D. James
4165,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.91,2005-12-15,eng,Efrem Smith
4325,Dreamland,Sarah Dessen,3.91,2004-05-11,eng,Sarah Dessen
4479,Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,3.91,2000-04-01,en-US,Judith Viorst
4674,The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,3.91,2002-10-01,eng,F. Scott Fitzgerald
4675,The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3.91,2002-03-13,eng,F. Scott Fitzgerald
4677,The Great Gatsby,F. Scott Fitzgerald,3.91,1994-01-13,eng,F. Scott Fitzgerald
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,2005-02-01,eng,W. Chan Kim
5207,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,1999-10-06,eng,Isabel Allende
6138,The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,3.91,2001-09-11,eng,Wilkie Collins
6140,The Moonstone,Wilkie Collins,3.91,1998-10-24,en-GB,Wilkie Collins
6144,The Moonstone,Wilkie Collins/P.D. James,3.91,1999-06-10,eng,Wilkie Collins
6253,A Very Long Engagement,Sébastien Japrisot,3.91,2005-01-06,eng,Sébastien Japrisot
6572,Suffer the Children,John Saul,3.91,1989-07-01,en-US,John Saul
7064,The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,3.91,1995-12-01,eng,Émile Zola
8545,Wild Horses,Dick Francis,3.91,2004-05-04,eng,Dick Francis
9347,An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,3.91,2001-10-16,eng,Jimmy Carter
9712,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,2003-10-05,eng,Gabriel García Márquez
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,3.91,1997-03-01,eng,Kōbō Abe
10541,Made in America: An Informal History of the English Language in the United States,Bill Bryson,3.91,2001-10-23,eng,Bill Bryson
10732,Archie Americana Series: Best of the Eighties  Vol. 1,George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,3.91,2001-06-26,eng,George Gladir
10772,Can't Wait to Get to Heaven,Fannie Flagg/Cassandra Campbell,3.91,2006-07-18,eng,Fannie Flagg
10951,The Last Innocent Man,Phillip Margolin,3.91,2005-01-25,eng,Phillip Margolin
10993,The Eight,Katherine Neville,3.91,1997-06-23,eng,Katherine Neville
11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge/Stasi Eldredge,3.91,2005-04-05,en-US,John Eldredge
11655,The Counterlife,Philip Roth,3.91,1996-08-06,eng,Philip Roth
11692,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,3.91,2006-07-11,eng,Orhan Pamuk
12053,The Sheltering Sky,Paul Bowles,3.91,2005-09-20,eng,Paul Bowles
12118,Henry IV,Luigi Pirandello/Tom Stoppard,3.91,2005-07-11,eng,Luigi Pirandello
12137,Buried Child,Sam Shepard,3.91,2006-02-14,eng,Sam Shepard
12528,An American Childhood,Annie Dillard,3.91,2013-10-15,eng,Annie Dillard
12930,Messenger (The Giver  #3),Lois Lowry,3.91,2006-08-22,eng,Lois Lowry
12938,King Lear,William Shakespeare,3.91,2004-01-01,eng,William Shakespeare
12939,King Lear,William Shakespeare/Roma Gill,3.91,2002-12-12,eng,William Shakespeare
12941,King Lear,William Shakespeare/R.A. Foakes,3.91,1997-05-09,eng,William Shakespeare
12944,King Lear,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.91,2005-08-01,eng,William Shakespeare
13042,Kate Vaiden,Reynolds Price,3.91,1998-05-29,eng,Reynolds Price
13552,Very Far Away from Anywhere Else,Ursula K. Le Guin,3.91,2004-10-01,en-US,Ursula K. Le Guin
13832,Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,3.91,2006-10-24,eng,Tamora Pierce
14235,The Great Gatsby,F. Scott Fitzgerald,3.91,1925-09-01,eng,F. Scott Fitzgerald
14243,The Impostor (Liar's Club  #2),Celeste Bradley,3.91,2003-10-19,eng,Celeste Bradley
14463,Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,3.91,2007-04-01,eng,Carrie Vaughn
15102,Gentlemen and Players,Joanne Harris,3.91,2006-01-03,eng,Joanne Harris
15846,Theories of Relativity,Barbara Haworth-Attard,3.91,2005-09-01,eng,Barbara Haworth-Attard
16179,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,2006-04-11,en-US,Eleanor Herman
16527,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,2006-05-02,eng,Isabel Allende
16739,Blessings,Belva Plain,3.91,2010-09-15,eng,Belva Plain
17557,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott/Kerry A. Graves,3.91,2000-09-01,eng,Louisa May Alcott
18546,King Lear,William Shakespeare/Stanley Wells,3.91,2001-04-12,eng,William Shakespeare
19580,Shadowland,Peter Straub,3.91,2003-03-04,eng,Peter Straub
19610,Chilly Scenes of Winter,Ann Beattie,3.91,1991-01-02,en-GB,Ann Beattie
19686,Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.91,2002-06-04,eng,Jeff Rovin
19911,Captive Dreams,Angela Knight/Diane Whiteside,3.91,2006-09-05,en-US,Angela Knight
20848,Catch That Pass!,Matt Christopher,3.91,1989-09-01,eng,Matt Christopher
21059,Crown of Stars (Crown of Stars  #7),Kate Elliott,3.91,2007-01-02,eng,Kate Elliott
21114,The Capricorn Stone,Madeleine Brent,3.91,1983-05-12,eng,Madeleine Brent
21121,She Came to Stay,Simone de Beauvoir,3.91,1995-10-09,en-GB,Simone de Beauvoir
22321,All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,2003-02-04,eng,William Gibson
22584,Flow My Tears  the Policeman Said,Philip K. Dick,3.91,2001-11-08,eng,Philip K. Dick
23425,Status Anxiety,Alain de Botton,3.91,2005-05-10,eng,Alain de Botton
23818,A Faith Like Mine,Laura Buller/D.K. Publishing,3.91,2005-08-15,eng,Laura Buller
24457,Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,3.91,1990-09-26,eng,Barbara Ehrenreich
24581,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Scott McKowen,3.91,2004-10-01,eng,Mark Twain
24583,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Guy Cardwell/John Seelye,3.91,2006-02-28,eng,Mark Twain
25566,Body Language (Mark Manning Mystery  #3),Michael Craft,3.91,2000-05-01,eng,Michael Craft
25711,Selected Writings,Thomas Aquinas/Ralph McInerny,3.91,1998-06-25,eng,Thomas Aquinas
25802,The Deception of the Emerald Ring (Pink Carnation  #3),Lauren Willig,3.91,2006-12-01,eng,Lauren Willig
25855,The Drifting Classroom  Vol. 4 (Drifting Classroom),Kazuo Umezu,3.91,2007-02-20,en-US,Kazuo Umezu
26131,The Classical World: An Epic History from Homer to Hadrian,Robin Lane Fox,3.91,2006-10-09,eng,Robin Lane Fox
26190,Love and Saint Augustine,Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark,3.91,1998-04-26,eng,Hannah Arendt
26576,Night of Blood (Dragonlance: The Minotaur Wars  #1),Richard A. Knaak/Margaret Weis,3.91,2004-02-01,eng,Richard A. Knaak
26578,The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2),Richard A. Knaak,3.91,2006-09-26,en-GB,Richard A. Knaak
26931,Cloudsplitter,Russell Banks,3.91,1999-01-27,eng,Russell Banks
26973,Their Eyes Were Watching God,Zora Neale Hurston/Ruby Dee,3.91,2004-11-23,en-US,Zora Neale Hurston
27003,The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,2003-02-25,eng,Jasper Fforde
27005,The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,2001-07-19,eng,Jasper Fforde
27363,Back Bay (Peter Fallon  #1),William Martin,3.91,1992-07-01,eng,William Martin
27404,Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,Anthony  Lewis,3.91,1989-04-23,eng,Anthony  Lewis
27427,The Eclogues of Virgil,Virgil/David Ferry,3.91,2000-06-15,eng,Virgil
27451,The Great Gatsby,F. Scott Fitzgerald/Matthew J. Bruccoli,3.91,1995-06-01,eng,F. Scott Fitzgerald
27690,Touch Not the Cat,Mary  Stewart,3.91,2005-11-29,eng,Mary  Stewart
28257,The Use and Abuse of Biology: An Anthropological Critique of Sociobiology,Marshall Sahlins,3.91,1976-12-03,eng,Marshall Sahlins
28514,Dragons of a Vanished Moon (Dragonlance: The War of Souls  #3),Margaret Weis/Tracy Hickman,3.91,2003-03-01,eng,Margaret Weis
28695,City of Golden Shadow (Otherland  #1),Tad Williams,3.91,1998-01-01,eng,Tad Williams
28768,Eden,Stanisław Lem/Marc E. Heine,3.91,1991-10-31,en-US,Stanisław Lem
29506,Prisoner's Dilemma: John von Neumann  Game Theory  and the Puzzle of the Bomb,William Poundstone/John von Neumann,3.91,1993-01-01,eng,William Poundstone
29999,The Maltese Falcon,Dashiell Hammett,3.91,2005-03-01,eng,Dashiell Hammett
30941,Choo Choo (Carry Along Book & Cassette Favorites),Virginia Lee Burton,3.91,1989-04-24,eng,Virginia Lee Burton
31171,The Life of Charlotte Brontë,Elizabeth Gaskell/Angus Easson,3.91,2002-06-20,eng,Elizabeth Gaskell
31490,The Serpent and the Rainbow,Wade Davis,3.91,1997-08-05,en-US,Wade Davis
31882,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,3.91,2002-08-28,eng,William Irwin
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,2002-09-20,eng,Mike Ashley
32264,The Family that Couldn't Sleep,D.T. Max,3.91,2006-09-05,eng,D.T. Max
33030,Underworld: Blood Enemy (Underworld  #2),Greg Cox/Len Wiseman/Kevin Grevioux,3.91,2004-11-30,eng,Greg Cox
33197,Romeo and Juliet (SparkNotes Literature Guide),SparkNotes/Brian  Phillips/William Shakespeare,3.91,2002-01-10,eng,SparkNotes
33365,A Feather on the Breath of God,Sigrid Nunez,3.91,2005-12-27,eng,Sigrid Nunez
33437,Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,3.91,2007-02-01,eng,Joanne Fluke
33569,That Was Then  This Is Now,S.E. Hinton,3.91,1998-04-01,en-US,S.E. Hinton
33978,ER Vets: Life in an Animal Emergency Room,Donna M. Jackson,3.91,2005-11-28,eng,Donna M. Jackson
34303,Firefly Summer,Maeve Binchy,3.91,2006-08-03,eng,Maeve Binchy
34312,The Copper Beech,Maeve Binchy,3.91,2005-06-01,eng,Maeve Binchy
34596,Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,3.91,2006-11-28,eng,Clive Cussler
34672,Shattered Dance,Caitlin Brennan,3.91,2006-09-26,eng,Caitlin Brennan
35574,The Rough Guide to The Beatles,Chris Ingham,3.91,2006-09-01,eng,Chris Ingham
35790,Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book),Martin S. Fridson/Charles Mackay/Joseph de La Vega,3.91,1995-12-29,en-GB,Martin S. Fridson
35927,Smart Love,Martha Heineman Pieper/William J. Pieper,3.91,2001-05-01,eng,Martha Heineman Pieper
36028,The Occult: A History,Colin Wilson,3.91,1973-02-12,eng,Colin Wilson
36193,Warrior (MacKenzie-Blackthorn #5),Elizabeth Lowell,3.91,2002-04-24,eng,Elizabeth Lowell
37379,The Night at the Museum,Milan Trenc,3.91,2006-11-01,eng,Milan Trenc
37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,2006-05-30,eng,Zora Neale Hurston
38012,Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce,Fred Goodman,3.91,2003-07-03,eng,Fred Goodman
38017,Lady on the Hill: How Biltmore Estate Became an American Icon,Howard E. Covington Jr.,3.91,2006-03-01,eng,Howard E. Covington Jr.
38123,Sex and Reason,Richard A. Posner,3.91,1992-01-01,eng,Richard A. Posner
38568,A Quick Bite (Argeneau #1),Lynsay Sands,3.91,2020-03-31,eng,Lynsay Sands
38593,Last Wish (Sweet Valley High),Francine Pascal,3.91,1999-05-01,eng,Francine Pascal
39245,The Magic Journey,John     Nichols,3.91,2000-02-15,eng,John     Nichols
39286,Hide-and-Seek with Angels: The Life of J.M. Barrie,Lisa Chaney,3.91,2006-05-16,eng,Lisa Chaney
39402,The Reluctant Reformer,Lynsay Sands,3.91,2002-02-03,eng,Lynsay Sands
39855,Ten Kids  No Pets,Ann M. Martin,3.91,1989-04-01,eng,Ann M. Martin
40023,The Hound of the Baskervilles,Patrick Nobes/Arthur Conan Doyle/Jennifer Bassett/Tricia Hedge,3.91,2000-09-12,eng,Patrick Nobes
40143,The Family That Couldn't Sleep: A Medical Mystery,D.T. Max,3.91,2007-09-11,eng,D.T. Max
41502,Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),Diana Gabaldon,3.91,2007-08-28,eng,Diana Gabaldon
41513,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,1989-05-01,eng,Gabriel García Márquez
41537,Joplin's Ghost,Tananarive Due,3.91,2006-09-19,eng,Tananarive Due
41699,Polar Shift (NUMA Files  #6),Clive Cussler/Paul Kemprecos,3.91,2005-08-30,eng,Clive Cussler
41840,100 Great Fantasy Short Short Stories,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,3.91,1985-08-01,eng,Isaac Asimov
41962,Light a Penny Candle,Maeve Binchy,3.91,2006-05-04,eng,Maeve Binchy
42078,Ukraine,Sarah Johnstone,3.91,2005-07-01,eng,Sarah Johnstone
43317,The Trail of Tears,Joseph Bruchac/Diana Magnuson,3.91,1999-09-21,eng,Joseph Bruchac
43370,Thomas Jefferson: Author of America,Christopher Hitchens,3.91,2005-05-31,eng,Christopher Hitchens
45019,Insurgency and Terrorism: From Revolution to Apocalypse,Bard E. O'Neill,3.91,2005-06-01,eng,Bard E. O'Neill
45217,Armadale,Wilkie Collins/Catharine Peters,3.91,1999-08-12,eng,Wilkie Collins
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,2000-06-28,eng,Bill Bryson
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,2004-08-10,eng,Charles Willeford
453,The Music of Chance,Paul Auster,3.9,1991-12-01,en-US,Paul Auster
1317,Tides of War,Steven Pressfield,3.9,2001-08-28,eng,Steven Pressfield
1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,1998-06-01,eng,Thucydides
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,1998-07-17,eng,Thucydides
2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,3.9,1994-03-21,eng,Stephen R. Covey
3061,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,1990-02-01,en-US,Kimon Nicolaides
3580,Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,1988-06-01,eng,L.M. Montgomery
4117,The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,3.9,2003-09-01,en-US,Roderick Townley
4331,Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,3.9,2001-07-02,eng,Dale Brown
4519,A Framework for Understanding Poverty,Ruby K. Payne,3.9,2006-02-09,eng,Ruby K. Payne
4583,Everything Is Illuminated,Jonathan Safran Foer,3.9,2005-08-23,eng,Jonathan Safran Foer
4584,Everything Is Illuminated,Jonathan Safran Foer,3.9,2003-06-05,eng,Jonathan Safran Foer
4626,Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,3.9,2006-10-13,eng,Mark Bailey
5196,Tara Road,Maeve Binchy,3.9,2000-07-18,eng,Maeve Binchy
5214,Cry  the Beloved Country,Alan Paton,3.9,2003-11-01,eng,Alan Paton
5518,Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,1992-08-15,en-GB,Rosetta James
6150,Cry  the Beloved Country,Alan Paton,3.9,2003-11-25,eng,Alan Paton
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.9,2003-07-15,eng,Donald Miller
7714,Pygmalion,George Bernard Shaw,3.9,1994-10-20,eng,George Bernard Shaw
7716,Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,3.9,2003-03-27,eng,George Bernard Shaw
7956,Treason,Orson Scott Card,3.9,2006-01-24,eng,Orson Scott Card
7960,How to Write Science Fiction and Fantasy,Orson Scott Card,3.9,1990-07-15,eng,Orson Scott Card
7973,Enchantment,Orson Scott Card,3.9,2005-05-31,eng,Orson Scott Card
8542,10 lb Penalty,Dick Francis,3.9,2004-08-03,eng,Dick Francis
8852,Macbeth,William Shakespeare,3.9,2013-07-01,eng,William Shakespeare
8853,Macbeth,William Shakespeare/Alan Durband,3.9,1985-04-01,eng,William Shakespeare
9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.9,2003-01-01,eng,Gertrude Chandler Warner
9921,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.9,2000-10-01,eng,James C.    Simmons
9961,Atonement,Ian McEwan,3.9,2002-05-02,eng,Ian McEwan
10126,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,2006-03-07,eng,Gene Wilder
10414,Do Not Open This Book,Michaela Muntean/Pascal Lemaître,3.9,2006-03-01,eng,Michaela Muntean
11038,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1931-1932",Anaïs Nin,3.9,1990-10-29,eng,Anaïs Nin
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell,3.9,1998-11-15,eng,Edward J. Larson
11286,Carrion Comfort,Dan Simmons,3.9,1990-10-01,eng,Dan Simmons
11377,Arrowsmith / Elmer Gantry / Dodsworth,Sinclair Lewis/Richard R. Lingeman,3.9,2002-08-26,en-US,Sinclair Lewis
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,2003-04-07,eng,Arthur Edward Waite
11548,Mine,Robert R. McCammon,3.9,1991-05-01,en-GB,Robert R. McCammon
11768,The Hotel New Hampshire,John Irving,3.9,1982-10-22,eng,John Irving
11769,The Hotel New Hampshire,John Irving,3.9,1982-12-31,eng,John Irving
12186,Invitation to a Beheading,Vladimir Nabokov,3.9,2015-08-03,eng,Vladimir Nabokov
12195,Typhoon and Other Tales,Joseph Conrad/Cedric Watts,3.9,2003-01-16,eng,Joseph Conrad
12230,Pygmalion,George Bernard Shaw/Dan H. Laurence/Nicholas Grene,3.9,2003-01-30,eng,George Bernard Shaw
12372,The Lay of the Land,Richard Ford,3.9,2006-10-24,eng,Richard Ford
12488,Cry  the Beloved Country,Alan Paton,3.9,2002-08-01,eng,Alan Paton
12722,The Moon Is Down,John Steinbeck,3.9,2000-11-30,eng,John Steinbeck
12793,The Collaborator: The Trial and Execution of Robert Brasillach,Alice Kaplan,3.9,2001-11-01,eng,Alice Kaplan
12931,Gossamer,Lois Lowry,3.9,2006-04-24,eng,Lois Lowry
12932,Anastasia on Her Own (Anastasia Krupnik  #5),Lois Lowry,3.9,1986-06-01,eng,Lois Lowry
12969,Winter's Tales,Isak Dinesen/Karen Blixen,3.9,1993-06-01,eng,Isak Dinesen
13985,By Slanderous Tongues (Doubled Edge  #3),Mercedes Lackey/Roberta Gellis,3.9,2007-02-06,eng,Mercedes Lackey
14003,The River's Gift,Mercedes Lackey,3.9,1999-10-02,eng,Mercedes Lackey
14305,The Greenlanders,Jane Smiley,3.9,2005-09-13,eng,Jane Smiley
14567,Ecstasia,Francesca Lia Block,3.9,2004-01-19,eng,Francesca Lia Block
14743,The God Delusion,Richard Dawkins,3.9,2006-10-18,eng,Richard Dawkins
14770,Neuromancer,William Gibson,3.9,2004-11-02,eng,William Gibson
14812,The Sword of Angels (The Bronze Knight  #3),John Marco,3.9,2006-07-01,en-US,John Marco
15087,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,3.9,1998-01-01,en-GB,Stephen Rebello
15910,Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma,3.9,1998-10-27,eng,Jodi Cobb
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,2006-09-06,eng,Philippa Gregory
16245,Three Case Histories,Sigmund Freud/Philip Rieff,3.9,1996-11-01,eng,Sigmund Freud
